comment,fragment_identifier,Unnamed: 0,label_2,Unnamed: 0.1.1.1,url,start_sentence_index,status,label,Unnamed: 0.1,transcript_file_available,actual_pdf,Unnamed: 0.1.1,ushmm_id,pdf,end_sentence_index,question_position,video_filename
nan,e27c401f-0199-4d64-bfc2-5d7dd57570f1,75,...they closed the cattle cars and the train was just standing there and some people were screaming for water.,75,https://collections.ushmm.org/search/catalog/irn504683,,nan,they closed the cattle cars and the train was just standing there and some people were screaming for water.,75,False,nan,75,irn504683,RG-50.030.0187_trs_en.pdf,,9:58,https://oralhistory-assets.ushmm.org/RG-50.030.0187.01.02.mp4
nan,2daba6c6-b71f-4151-b5af-523e5f175717,76,I used to dream a lot about my father and just wake up screaming like -- I saw him as how h disappeared...,76,https://collections.ushmm.org/search/catalog/irn506690,s1051,nan,wake up screaming like -- I saw him as how he disappeared,76,True,nan,76,irn506690,RG-50.549.02.0030_trs_en.pdf,s1051,52:45,https://oralhistory-assets.ushmm.org/RG-50.549.02.0030.02.06.mp3
nan,01906489-a899-46c4-a69f-7614326857c7,77,They undressed them and they shot them with a machine gun.,77,https://collections.ushmm.org/search/catalog/irn509104,s579,nan,They undressed them and they shot them with a machine gun,77,True,nan,77,irn509104,RG-50.233.0026_trs_en.pdf,s579,44:14,https://oralhistory-assets.ushmm.org/RG-50.233.0026.01.01.mp3
nan,7a251a3c-8fb8-4c7b-8c7a-e1099188e6de,78, ... they made them undress and they were shooting them and they were falling into the graves.,78,https://collections.ushmm.org/search/catalog/irn504868,s793,nan,(..) they made them undress and they were shooting them and they were falling into the graves.,78,True,nan,78,irn504868,RG-50.030.0375_trs_en.pdf,s793,13:15,https://oralhistory-assets.ushmm.org/RG-50.030.0375.03.09.mp4
nan,f467b4fe-5222-4aa5-8e3a-1a1c893efea8,79,They would beat them to undress and shoot them and bury them ...,79,https://collections.ushmm.org/search/catalog/irn504860,s924,nan,They would beat them to undress and shoot them and bury them and then had to bury them.,79,True,nan,79,irn504860,RG-50.030.0367_trs_en.pdf,s924,5:22,https://oralhistory-assets.ushmm.org/RG-50.030.0367.04.07.mp4
nan,bdb6b3fc-0df2-46e9-83a6-9b2ff6c00dad,80,"He made her undress, and he really molested her and shot her ...",80,https://collections.ushmm.org/search/catalog/irn508695,s465,nan,"He made her undress, and heŠ—”really molested her and shot her, finally, right in the front of. ",80,True,nan,80,irn508695,RG-50.462.0071_trs_en.pdf,s465,nan,nan
nan,a1daac66-f35c-470c-ab72-c92f6dbfdd1b,81,"...they stripped her naked, and shot her in front of all of us. ",81,https://collections.ushmm.org/search/catalog/irn508740,s398,nan,"(..) they stripped her naked, and shot her in front of all of us. ",81,True,nan,81,irn508740,RG-50.462.0099_trs_en.pdf,s398,nan,nan
nan,a37a7fee-0113-43de-a556-fb3acac9bace,82,"So they were separated too, naked of course. They were shot in front of us.",82,https://collections.ushmm.org/search/catalog/irn510724,s516,nan,"They had typhus but they didnŠ—Èt know it, but they were carrying the bug. So they were separated too, naked of course. They were shot in front of us.",82,True,nan,82,irn510724,RG-50.154.0003_trs_en.pdf,s517,39:28,https://oralhistory-assets.ushmm.org/RG-50.154.0003.01.01.mp3
nan,11f5621c-06bc-405f-8038-b2ec7d5133a9,84,... they lined up the concentration prisoners and had them undress ...,84,https://collections.ushmm.org/search/catalog/irn501895,s226,nan,(..) they lined up the concentration prisoners and had them undress (..),84,True,nan,84,irn501895,RG-50.106.0090_trs_en.pdf,s226,25:13,https://oralhistory-assets.ushmm.org/RG-50.106.0090.01.01.mp3
nan,b5911974-0715-49a2-9f25-a10b40406c78,85,"It was horrible all the time, but what I remembered is waiting in line naked.",85,https://collections.ushmm.org/search/catalog/irn504815,s529,nan,Standing outside naked waiting on line to get into the showers and sometimes we'd stand out there for many hours,85,True,nan,85,irn504815,RG-50.030.0320_trs_en.pdf,s529,55:04,https://oralhistory-assets.ushmm.org/RG-50.030.0320.01.03.mp4
nan,13769347-497a-4f09-a9e1-a5fdf7eaf605,87,So there came two German doctors. They lane _ line up all the _naked.,87,https://collections.ushmm.org/search/catalog/irn54249,s1309,nan,They lane Š—– line up all the Š—– naked. We ki Š—– we Š—– we face them naked.,87,True,nan,87,irn54249,RG-50.030.0684_trs_en.pdf,s1310,1:45,https://oralhistory-assets.ushmm.org/RG-50.030.0684.02.03.mp4
nan,c222b933-b1e7-4f5d-bc24-8ead0a499f6a,88,"And we were kind of standing in line, naked.",88,https://collections.ushmm.org/search/catalog/irn515580,s1992,nan,"Our hair was shorn, our body hair was shorn and w-we were screamed at.",88,True,nan,88,irn515580,RG-50.030.0488_trs_en.pdf,s1992,23:31,https://oralhistory-assets.ushmm.org/RG-50.030.0488.07.10.mp4
nan,0b490059-91c8-463f-b12b-56a3c0eac369,89,That was the so-called selection where I was standing naked with many hundred others raising my left arm.,89,https://collections.ushmm.org/search/catalog/irn510721,s203,nan,the so-called selection where I was standing naked with many hundred others raising my left arm,89,True,nan,89,irn510721,RG-50.154.0001_trs_en.pdf,s203,29:25,https://oralhistory-assets.ushmm.org/RG-50.154.0001.01.01.mp3
nan,203e46e8-e431-4f6c-9b3b-51559050a93c,90,"...after the selection, we were taken to out bath. We were undressed ..., took a bath, and went out ...",90,https://collections.ushmm.org/search/catalog/irn508627,s705,nan,"(..) after the selection, we were taken to out bath. We were undressed on this side, took a bath, and went out the other side.",90,True,nan,90,irn508627,RG-50.462.0006_trs_en.pdf,s706,nan,nan
nan,ed836f74-c27b-4cd1-a011-5eb4ff02a7a6,91,"Seleczia means a selection of people, they had us all undress ...",91,https://collections.ushmm.org/search/catalog/irn510154,,nan,"Seleczia means a selection of people, they had us all undress ",91,False,nan,91,irn510154,RG-50.061.0010_trs_en.pdf,,11:02,https://oralhistory-assets.ushmm.org/RG-50.061.0010.02.03.mp3
nan,23a78d7d-9e82-42cc-8062-06c6aadcd64b,92,Every one whom they selected had to walk in the middle of the room ... And like martyrs they had to walk naked.,92,https://collections.ushmm.org/search/catalog/irn510724,s419,nan,Every one whom they selected had to walk in the middle of the room with a platform like this. And like martyrs they had to walk naked.,92,True,nan,92,irn510724,RG-50.154.0003_trs_en.pdf,s420,32:04,https://oralhistory-assets.ushmm.org/RG-50.154.0003.01.01.mp3
nan,3842a2d4-c2e8-418a-bdd7-8e4677cbdd75,93,"But then there was the selection, and this time the selection was undressed.",93,https://collections.ushmm.org/search/catalog/irn41724,s774,nan,"But then there was the selection, and this time the selection was undressed.",93,True,nan,93,irn41724,RG-50.030.0580_trs_en.pdf,s774,22:36,https://oralhistory-assets.ushmm.org/RG-50.030.0580.02.03.mp3
nan,6bc9109c-3447-43bd-8626-dffa3623b14f,94,"... in front of soldiers with their dogs, we had to undress completely.",94,https://collections.ushmm.org/search/catalog/irn43278,s1592,nan,"in front of soldiers with their dogs, we had to undress completely",94,True,nan,94,irn43278,RG-50.030.0621_trs_en.pdf,s1592,13:20,https://oralhistory-assets.ushmm.org/RG-50.030.0621.03.04.mp4
nan,79ce1e40-3d4e-4913-b3ba-b557e165697a,95,The whole process of getting undressed in front of the Germans ... brought back this feeling of senselessness.,95,https://collections.ushmm.org/search/catalog/irn503624,,nan,The whole process of getting undressed in front of the Germans and being exposed there brought back this feeling of senselessness. I wanted order.,95,True,nan,95,irn503624,RG-50.005.0028_trs_en.pdf,,59:43,https://oralhistory-assets.ushmm.org/RG-50.005.0028.01.02.mp4
nan,906d328e-01b4-480e-b8f0-20ad734adb57,96,Here I had to march naked in front of a bunch of men. This is all humiliation. This is all making people subhuman.,96,https://collections.ushmm.org/search/catalog/irn504468,,nan,Here I had to march naked in front of a bunch of men. This is all humiliation. This is all making people subhuman.,96,False,nan,96,irn504468,RG-50.030.0002_trs_en.pdf,,26:19,https://oralhistory-assets.ushmm.org/RG-50.030.0002.04.04.mp4
nan,8fb4d449-9caf-4ee5-a340-738d8d15a194,97,We had orders to undress completely and go over in front of the selecting officers.,97,https://collections.ushmm.org/search/catalog/irn504752,,nan,We had orders to undress completely and go over in front of the selecting officers.,97,True,nan,97,irn504752,RG-50.030.0258_trs_en.pdf,,27:28,https://oralhistory-assets.ushmm.org/RG-50.030.0258.01.04.mp4
nan,3f1ddd35-0f19-4131-9d5f-f79b35bd48c1,98,"An old lady of 85, my grandma. Had to get undressed? In front of so many people and shooting, blowing her brains?",98,https://collections.ushmm.org/search/catalog/irn504926,s1626,nan,"An old lady of 85, my grandma. Had to get undressed? In front of so many people and shooting, blowing her brains?",98,True,nan,98,irn504926,RG-50.549.01.0022_trs_en.pdf,s1628,54:44,https://oralhistory-assets.ushmm.org/RG-50.549.01.0022.02.03.mp3
nan,923763bf-20f4-4bcc-aba3-4ab38e308936,99,"We had to be stripped naked in front of the men there and put on the chair with legs up, I never saw this.",99,https://collections.ushmm.org/search/catalog/irn506730,s805,nan,"We had to be stripped naked in front of the men there and put on the chair with legs up, I never saw this.",99,True,nan,99,irn506730,RG-50.549.02.0057_trs_en.pdf,s805,29:34,https://oralhistory-assets.ushmm.org/RG-50.549.02.0057.02.03.mp3
nan,8f89331d-c505-4cce-8116-fc9ff8aa9776,101,"It was cold, and they stripped them naked and beat them half to death, and put each of them in a dog cage ...",101,https://collections.ushmm.org/search/catalog/irn538198,s460,nan,"""they stripped them naked and beat them half to death",101,True,nan,101,irn538198,RG-50.926.0006_trs_en.pdf,s460,0:00,https://oralhistory-assets.ushmm.org/RG-50.926.0006.06.06.mp3
nan,8e09e6d1-e685-4293-b3c4-99820df2955c,102,"All nude, all dead, all piled as high as they basically could pile them on these wagons.",102,https://collections.ushmm.org/search/catalog/irn504743,,nan,"All nude, all dead, all piled as high as they basically could pile them on these wagons",102,False,nan,102,irn504743,RG-50.030.0253_trs_en.pdf,,9:50,https://oralhistory-assets.ushmm.org/RG-50.030.0253.01.02.mp4
nan,0a7db611-9136-4f51-887c-bfa0fb04d1cd,103,"...the women ... took out the dead, undressed them, threw them on them pile of dead bodies ...",103,https://collections.ushmm.org/search/catalog/irn504893,s40,nan,"(..)the women that were supposed to take out the dead, took out the dead, undressed them, threw them on them pile of dead bodies, (..).",103,True,nan,103,irn504893,RG-50.549.01.0009_trs_en.pdf,s40,0:00,https://oralhistory-assets.ushmm.org/RG-50.549.01.0009.01.03.mp3
nan,600738ed-494b-4bdc-a7e0-d1d55bfca4af,104,... there were details that each morning took the dead to the end of the blocks and stripped the clothes off of them ...,104,https://collections.ushmm.org/search/catalog/irn508969,,nan,"Each night as they died in their sleep or whenever they died in these blocks, there were details that each morning took the dead to the end of the blocks and stripped the clothes off of them (..).",104,False,nan,104,irn508969,RG-50.010.0095_trs_en.pdf,,15:21,https://oralhistory-assets.ushmm.org/RG-50.010.0095.01.02.mp3
nan,abf676df-1af4-4b16-8c76-79b9667b7504,105," ...we were standing outside, a big van passed by ... with naked bodies, dead bodies.",105,https://collections.ushmm.org/search/catalog/irn509676,s902,nan,"(..) we were standing outside, a big van passed by with ma -- with naked bodies, dead bodies. Very shocked.",105,True,nan,105,irn509676,RG-50.030.0415_trs_en.pdf,s902,39:19,https://oralhistory-assets.ushmm.org/RG-50.030.0415.02.03.mp3
nan,7339b449-1ef1-4ad2-85ef-8f7e6de5de27,106,"It was soon winter, we saw big mountains of dead, dead naked bodies ...",106,https://collections.ushmm.org/search/catalog/irn507289,s1666,nan,"It was soon winter, we saw big mountains of dead, dead naked bodies (..).",106,True,nan,106,irn507289,RG-50.030.0400_trs_en.pdf,s1666,31:33,https://oralhistory-assets.ushmm.org/RG-50.030.0400.04.05.mp4
nan,5b50ae15-3678-49c8-82ac-9d2e88651f78,107,"But undressing us, many of the girls were young girls. They were virgins. They never saw their parents naked...",107,https://collections.ushmm.org/search/catalog/irn504644,,nan,"But undressing us, many of the girls were young girls.",107,False,nan,107,irn504644,RG-50.030.0150_trs_en.pdf,,19:58,https://oralhistory-assets.ushmm.org/RG-50.030.0150.02.02.mp4
nan,99ff8894-736e-44c0-8119-0295641ecc30,108,... I was a young girl. I never undressed myself in front of any one.,108,https://collections.ushmm.org/search/catalog/irn504468,,nan,I was a young girl. I never undressed myself in front of any one.,108,False,nan,108,irn504468,RG-50.030.0002_trs_en.pdf,,26:19,https://oralhistory-assets.ushmm.org/RG-50.030.0002.04.04.mp4
nan,373aa3f1-f53b-482f-9369-6252807e98d9,110,"... girls were standing there naked, it was hot ...",110,https://collections.ushmm.org/search/catalog/irn504931,s433,nan,"So, girls were standing there naked, it was hot, waiting...",110,True,nan,110,irn504931,RG-50.030.0446_trs_en.pdf,s433,50:46,https://oralhistory-assets.ushmm.org/RG-50.030.0446.01.05.mp3
nan,0360eddd-642b-4d0d-899f-f74f1056f09c,111,There was a girl with an orthopedic shoe. ... they realized when she was naked. They took the naked girl out and took her away...,111,https://collections.ushmm.org/search/catalog/irn509199,s618,nan,(..) they realized that there was a girl with an orthopedic shoe. So one leg was shorter than the other. They took and they realized when she was naked.,111,True,nan,111,irn509199,RG-50.233.0117_trs_en.pdf,s621,59:08,https://oralhistory-assets.ushmm.org/RG-50.233.0117.01.02.mp3
nan,5e6e4fb3-28e9-428d-9dca-a704e804e385,112,"We have to stay naked, winter, in the coldest day.",112,https://collections.ushmm.org/search/catalog/irn506721,s1258,nan,"We have to stay naked, winter, in the coldest day.",112,True,nan,112,irn506721,RG-50.549.02.0045_trs_en.pdf,s1258,18:54,https://oralhistory-assets.ushmm.org/RG-50.549.02.0045.01.02.mp3
nan,5eb86f19-e083-45e7-985d-cafa11d61ab6,113,"...you have to go up 4 o'clock in the morning, stand in the line, shivering cold, stripped until naked.",113,https://collections.ushmm.org/search/catalog/irn504669,s786,nan,"People standing by...by every day in Auschwitz, you have to go up 4 o'clock in the morning, stand in the line, shivering cold, stripped until naked.",113,True,nan,113,irn504669,RG-50.030.0166_trs_en.pdf,s786,40:23,https://oralhistory-assets.ushmm.org/RG-50.030.0166.01.01.mp4
nan,ad5d15c9-f16c-40f5-b856-6bd27182308a,114,"I remember standing in line, humiliated standing outside in the cold naked waiting to get into the showers ...",114,https://collections.ushmm.org/search/catalog/irn504886,s140,nan,"I remember standing in line, humiliated standing outside in the cold naked waiting to get into the showers and also terribly scared because somehow I knew that you didn't always come out of the shower. ",114,True,nan,114,irn504886,RG-50.549.01.0004_trs_en.pdf,s140,17:26,https://oralhistory-assets.ushmm.org/RG-50.549.01.0004.01.03.mp3
nan,f2673cf2-94c3-4d17-947e-2034ffeb747a,115,Even in middle of winter no matter how cold it was we always undressed on the outside ...,115,https://collections.ushmm.org/search/catalog/irn508655,s1830,nan,"Even in middle of winter no matter how cold it was we always undressed on the outside, left our clothes on the outside, went inside, showered, came out again, put on our clothes again.",115,True,nan,115,irn508655,RG-50.462.0035_trs_en.pdf,s1830,nan,nan
nan,e4f27433-7a63-4d55-9f98-e6c281a4f41a,116,...we walked out in the nude in January...,116,https://collections.ushmm.org/search/catalog/irn511184,s849,nan,"we walked out in the nude in January in Poland, shivering",116,True,nan,116,irn511184,RG-50.030.0466_trs_en.pdf,s849,55:17,https://oralhistory-assets.ushmm.org/RG-50.030.0466.02.03.mp3
nan,b03f064c-be7e-4363-8fee-50c487ae5720,117,...people were walking around nude because they didn't have enough clothes at the time.,117,https://collections.ushmm.org/search/catalog/irn504545,,nan,(..) people were walking around nude because they didn't have enough clothes at the time.,117,False,nan,117,irn504545,RG-50.030.0045_trs_en.pdf,,16:47,https://oralhistory-assets.ushmm.org/RG-50.030.0045.01.01.mp4
nan,3c0bbf17-1a2d-4ce7-acd4-c7056a09e25d,119,"...it's no food, walking in the rain, walking in outside nude just to suffer.",119,https://collections.ushmm.org/search/catalog/irn504844,s1399,nan,"(..) it's no food, walking in the rain, walking in outside nude just to suffer.",119,True,nan,119,irn504844,RG-50.030.0351_trs_en.pdf,s1399,2:26,https://oralhistory-assets.ushmm.org/RG-50.030.0351.03.03.mp4
nan,eb6c76b1-9cd0-403a-b02e-82a023b97865,120,...how we walked around naked...,120,https://collections.ushmm.org/search/catalog/irn505558,s655,nan,"(..) we used to kill the lice every morning on the rags we wore, how we walked around naked, we had no (..).",120,True,nan,120,irn505558,RG-50.042.0004_trs_en.pdf,s655,10:31,https://oralhistory-assets.ushmm.org/RG-50.042.0004.02.03.mp4
nan,363d28ec-3b02-4816-8731-6dbef25d6e3b,121,"...when they brought in the Jews, and they were naked, and they walked through the maze...",121,https://collections.ushmm.org/search/catalog/irn506726,s1121,nan,"(..)when they brought in the Jews, and they were naked, and they walked through the maze (..).",121,True,nan,121,irn506726,RG-50.549.02.0052_trs_en.pdf,s1121,7:17,https://oralhistory-assets.ushmm.org/RG-50.549.02.0052.03.05.mp3
 ,db3cbbfd-d0d0-4355-90bb-ffe4aaf9d337,122,So I think I have all my life a guilty feeling.,122,https://collections.ushmm.org/search/catalog/irn510705,s497,nan,So I think I have all my life a guilty feeling.,122,True,nan,122,irn510705,RG-50.156.0051_trs_en.pdf,s497,49:13,https://oralhistory-assets.ushmm.org/RG-50.156.0051.01.02.mp3
 ,b4d97c73-46d7-4714-8420-81fc48273b78,123,".. you have tremendous guilt thinking about it, and would have the rest of your life.",123,https://collections.ushmm.org/search/catalog/irn509185,s190,nan,"Now, if the psychiatrist would examine me he would say you have tremendous guilt thinking about it, and would have the rest of your life. I must say in all honesty I felt at that moment that piece of bread could save my life and I didnŠ—Èt give it to my sister.",123,True,nan,123,irn509185,RG-50.233.0103_trs_en.pdf,s190,20:39,https://oralhistory-assets.ushmm.org/RG-50.233.0103.02.02.mp3
 ,8cbbde06-1041-4585-946f-9b5587483252,124,"...he lived with his guilts all his life, cause he loved his family. ",124,https://collections.ushmm.org/search/catalog/irn506747,s645,nan,"But I believe that he lived with his guilts all his life, cause he loved his family. He wanted his family.",124,True,nan,124,irn506747,RG-50.549.02.0020_trs_en.pdf,s645,4:40,https://oralhistory-assets.ushmm.org/RG-50.549.02.0020.02.03.mp3
 ,da2d748a-9fef-4e17-9e54-eb9ed57c7364,125, I lived with that sense of guilt all my life.,125,https://collections.ushmm.org/search/catalog/irn509060,s689,nan, I lived with that sense of guilt all my life.,125,True,nan,125,irn509060,RG-50.549.03.0003_trs_en.pdf,s689,16:43,https://oralhistory-assets.ushmm.org/RG-50.549.03.0003.02.02.mp3
 ,c21009b2-46e5-48fd-a6ea-7e77f5ef3fe4,126,"The survival , the guilt of survivors - I do n't have guilt for surviving.",126,https://collections.ushmm.org/search/catalog/irn504595,,nan,"The survival , the guilt of survivors - I do n't have guilt for surviving. I was guilty - I said why am I the only one but can one question God or nature or fate?",126,False,nan,126,irn504595,RG-50.030.0101_trs_en.pdf,,28:05,https://oralhistory-assets.ushmm.org/RG-50.030.0101.01.02.mp4
 ,0f9a7256-3767-4ce8-b167-79508a917580,127,... I don't think we ... had any feeling of guilt.  Our disaster would not have helped others ...,127,https://collections.ushmm.org/search/catalog/irn504857,,nan,"But I don't think we in Denmark had any feeling of guilt. Our disaster would not have helped others so since we did not survive so that others paid the price, I don't think we had this feeling of guilt.",127,True,nan,127,irn504857,RG-50.030.0364_trs_en.pdf,,18:38,https://oralhistory-assets.ushmm.org/RG-50.030.0364.03.04.mp4
 ,620609fb-fc71-4ef3-ba23-41d2c6fdf002,128,"What kind of guilt? Did they do anything wrong, that they survived? They should be happy that they survived.",128,https://collections.ushmm.org/search/catalog/irn506735,s626,nan,"What kind of guilt? Did they do anything wrong, that they survived? They should be happy that they survived.",128,True,nan,128,irn506735,RG-50.549.02.0003_trs_en.pdf,s628,1:41,https://oralhistory-assets.ushmm.org/RG-50.549.02.0003.02.02.mp3
 ,85e77390-b94f-4611-af34-480a023b2a6d,129,"I have no reason to feel guilty. If there is a survivors' guilt, it's mysterious to me.",129,https://collections.ushmm.org/search/catalog/irn509153,,nan,"I have no reason to feel guilty. If there is a survivors' guilt, it's mysterious to me. Maybe they know something that I don't know but I didn't kill six million people.",129,False,nan,129,irn509153,RG-50.233.0070_trs_en.pdf,,1:23:03,https://oralhistory-assets.ushmm.org/RG-50.233.0070.02.02.mp3
 ,539f514e-fa19-4930-916d-e30fd97701c0,130, I don't think I had or have any reason to feel guilty.,130,https://collections.ushmm.org/search/catalog/irn506740,s768,nan, I don't think I had or have any reason to feel guilty.,130,True,nan,130,irn506740,RG-50.549.02.0006_trs_en.pdf,s768,18:37,https://oralhistory-assets.ushmm.org/RG-50.549.02.0006.02.03.mp3
 ,337d9e1c-662a-46fb-86eb-53255d15f4bf,131,It was combined with a sense of deep guilt that I was the one who survived. Why I I didn't feel worth it.,131,https://collections.ushmm.org/search/catalog/irn506730,s261,nan,It was combined with a sense of deep guilt that I was the one who survived. Why I I didn't feel worth it.,131,True,nan,131,irn506730,RG-50.549.02.0057_trs_en.pdf,s261,31:13,https://oralhistory-assets.ushmm.org/RG-50.549.02.0057.01.03.mp3
 ,7b1c6dba-8809-433c-b7fc-ab83ba83d595,132,"The freedom had a fringe always, of guilt. The survivor guilt. ",132,https://collections.ushmm.org/search/catalog/irn506730,,nan,"But the -- the freedom had a fringe always, of guilt. The survivor guilt. And I -- I was not the very happy person that I was before the war.",132,True,nan,132,irn506730,RG-50.549.02.0057_trs_en.pdf,,7:29,https://oralhistory-assets.ushmm.org/RG-50.549.02.0057.02.03.mp3
 ,74ffd1b2-a8f1-494c-be87-a4a9f7424523,133,...he lived with the guilt that he left and he lost his family there.,133,https://collections.ushmm.org/search/catalog/irn506747,s592,nan,(..) he lived with the guilt that he left and he lost his family there.,133,True,nan,133,irn506747,RG-50.549.02.0020_trs_en.pdf,s592,00:38,https://oralhistory-assets.ushmm.org/RG-50.549.02.0020.02.03.mp3
 ,317d8925-e614-42e0-9ef2-2713618a95d6,134,...my father ... had nightmares of guilt of not having sent his 8 brothers and sisters ... out of the country.,134,https://collections.ushmm.org/search/catalog/irn504718,s10,nan,"(..) my father to his dying day had nightmares of guilt of not having sent his 8 brothers and sisters, their families and their children out of the country.",134,True,nan,134,irn504718,RG-50.030.0228_trs_en.pdf,s104,8:57,https://oralhistory-assets.ushmm.org/RG-50.030.0228.01.02.mp4
 ,e7dfb7d4-47ad-4887-996f-580f9d1167f2,135,...I will never lose the tremendous sense of guilt over what I have perceived to be an abandonment of him.,135,https://collections.ushmm.org/search/catalog/irn508626,,nan,"(..)  I know that I did everything that I possibly could to save my father, I will never lose the tremendous sense of guilt over what I have perceived to be an abandonment of him (..).",135,False,nan,135,irn508626,"RG-50.462.0005_01_trs_en.pdf,RG-50.462.0005_02_trs_en.pdf,RG-50.462.0005_03_trs_en.pdf,RG-50.462.0005_04_trs_en.pdf",,nan,nan
 ,0feb151e-1e43-4f6e-b0a8-b7ec0cc6a019,136," I actually felt guilty for having survived when my grandmother didn't. And I thought, I have no right to be happy.",136,https://collections.ushmm.org/search/catalog/irn504920,s197,nan," I actually felt guilty for having survived when my grandmother didn't. And I thought, I have no right to be happy.",136,True,nan,136,irn504920,RG-50.549.01.0013_trs_en.pdf,s198,nan,nan
 ,4c612701-aedf-410f-9f46-5fdc03619653,137,"I still have this horrible guilt that my mother and the pain, why I'm alive and she 's dead ...",137,https://collections.ushmm.org/search/catalog/irn504592,,nan,"I still have this horrible guilt that my mother and the pain, why I'm alive and she 's dead, you know.",137,False,nan,137,irn504592,RG-50.030.0098_trs_en.pdf,,0:00,https://oralhistory-assets.ushmm.org/RG-50.030.0098.02.02.mp4
 ,73156086-8e88-4a15-977f-b099ed782366,138," The older you get, the more it works on you, the more guilty you feel that you're alive ...",138,https://collections.ushmm.org/search/catalog/irn505559,s218,nan," The older you get, the more it works on you, the more guilty you feel that you're alive, or how did you really survive or your family becomes more important to you, you miss them much more (..).",138,True,nan,138,irn505559,RG-50.042.0005_trs_en.pdf,s218,4:54,https://oralhistory-assets.ushmm.org/RG-50.042.0005.02.03.mp4
 ,c775af03-9f62-4777-a1cc-5b9335fbabf8,139,"It was a very, very deep guilt that I'm alive while the others didn't survive.",139,https://collections.ushmm.org/search/catalog/irn509166,,nan,"It was a very, very deep guilt that I'm alive while the others didn't survive.",139,False,nan,139,irn509166,RG-50.233.0083_trs_en.pdf,,0:00,https://oralhistory-assets.ushmm.org/RG-50.233.0083.01.02.mp3
 ,cbda7cb9-af14-42a4-8997-a0b0075e5ec4,140, A tremendous guilt feeling of being alive...,140,https://collections.ushmm.org/search/catalog/irn507288,,nan," A tremendous guilt feeling of being alive, and how do you help people to get over that.",140,False,nan,140,irn507288,RG-50.030.0398_trs_en.pdf,,50:14,https://oralhistory-assets.ushmm.org/RG-50.030.0398.03.04.mp4
 ,d3bf5e0f-dd0e-4933-8de4-2d1a39df61d6,141,"Also, I felt guilty that we were saved. Made me feel guilty. I felt guilty that I left France at this particular time.",141,https://collections.ushmm.org/search/catalog/irn506736,s218,nan,"Also, I felt guilty that we were saved. Made me feel guilty. I felt guilty that I left France at this particular time.",141,True,nan,141,irn506736,RG-50.030.0398_trs_en.pdf,s220,33:02,https://oralhistory-assets.ushmm.org/RG-50.549.02.0002.01.02.mp3
 ,b7fe8101-5212-48ec-bb02-f01fecf88487,142,"...this was the moment when when when I was separated from my wife and my child, this is the moment ... I was afraid of.",142,https://collections.ushmm.org/search/catalog/irn506769,,nan,"And this was the moment when when when I was separated from my wife and my child, and this is where my wife then said well, this is the moment I have...I was...I will be...I was afraid of.",142,False,nan,142,irn506769,RG-50.030.0256_trs_en.pdf,,27:00,https://oralhistory-assets.ushmm.org/RG-50.030.0257.03.07.mp4
 ,5c82f6e8-3617-49be-9e9a-882b61681067,143,"Some people were more - some children were more, some were less, I was always very frightened of bombing.",143,https://collections.ushmm.org/search/catalog/irn506627,s236,nan,"Some people were more - some children were more, some were less, I was always very frightened of bombing.",143,True,nan,143,irn506627,RG-50.030.0256_trs_en.pdf,s236,21:21,https://oralhistory-assets.ushmm.org/RG-50.106.0113.01.06.mp3
 ,99124e67-dc62-44a0-af98-0ddf3a1d175d,144,But there was major concern. I didn't understand the concern at the time. I just understood I didn't have a bike.,144,https://collections.ushmm.org/search/catalog/irn504641,s96,nan,But there was major concern. I didn't understand the concern at the time. I just understood I didn't have a bike.,144,True,nan,144,irn504641,RG-50.030.0256_trs_en.pdf,s98,10:35,https://oralhistory-assets.ushmm.org/RG-50.030.0147.01.02.mp4
 ,9713d1b5-7f8c-4b13-b399-bc73fb2b54bf,145,"...they had a great deal of concerns about people they left behind, their parents and their families.",145,https://collections.ushmm.org/search/catalog/irn507576,s426,nan,"But I can remember that they had a great deal of concerns about people they left behind, their parents and their families.\",145,True,nan,145,irn507576,RG-50.030.0256_trs_en.pdf,s426,39:38,https://oralhistory-assets.ushmm.org/RG-50.106.0079.01.02.mp3
 ,5e9117bf-fc75-4f69-a4f0-2269ec22b666,146,...feeling inside of me being hunted like an animal is a fear that settles in your stomach and a fear for your father.,146,https://collections.ushmm.org/search/catalog/irn504718,s526,nan,But the feeling inside of me being hunted like an animal is a fear that settles in your stomach and a fear for your father.,146,True,nan,146,irn504718,RG-50.030.0256_trs_en.pdf,s526,00:51,https://oralhistory-assets.ushmm.org/RG-50.030.0228.01.02.mp4
 ,25913431-95ac-4dc9-8c49-15de47e293d2,147,...I got scared because it was in the middle of a bombing...,147,https://collections.ushmm.org/search/catalog/irn510469,s406,nan,I got scared because it was in the middle of a bombing.,147,True,nan,147,irn510469,RG-50.030.0256_trs_en.pdf,s406,32:59,https://oralhistory-assets.ushmm.org/RG-50.322.0015.01.02.mp3
 ,8e8e2bfe-7e12-4575-a186-8b6a99f5353d,149,"...I was ashamed of it, like some of it was my fault ... I knew it wasnÍt, but somehow I just couldnÍt talk about it.",149,https://collections.ushmm.org/search/catalog/irn511184,s789,nan,"It was like I was ashamed of it, like some of it was my fault, you know? And I knew it wasnŠ—Èt, but somehow I just couldnŠ—Èt talk about it.",149,True,nan,149,irn511184,RG-50.030.0466_trs_en.pdf,s790,nan,nan
